lambda,theoretical_mean,theoretical_variance,empirical_mean,empirical_variance,probability_zero,probability_at_least_one
582.6543427230034,582.6543427230034,582.6543427230034,582.6543427230034,73845.02959945038,9.045531668396171e-254,1
