poisson_mean,binomial_mean,geometric_days_mean,negative_binomial_trials_mean,hypergeometric_mean,poisson_variance,binomial_variance,geometric_days_variance,negative_binomial_trials_variance,hypergeometric_variance
582.7471,10,1,14.78,33.952,583.782719861985,0,0,28.66406640664061,22.167712771277923
